question,answer
Học phí chương trình Chất lượng cao năm học 2025 dự kiến là bao nhiêu?,"khoảng 40 triệu đồng/HK
""Chất lượng cao"" đã bị đổi tên thành ""Dạy và học bằng tiếng Anh"", nên RAG sẽ khó trả lời chính xác"
Phòng Tư vấn Tuyển sinh cho chương trình chuẩn đặt tại đâu?,"**VĂN PHÒNG TƯ VẤN TUYỂN SINH**

\[Địa chỉ\]: Kiosk 98, gần cổng 3, Trường Đại học Bách khoa, 142A Tô Hiến Thành, P.14, Q.10, TP.HCM

\[Hotline\]: (028) 2214 6888

\[Email\]: tuyensinh@hcmut.edu.vn

\[Facebook\]: /tuvantuyensinhbachkhoa

\[TikTok\]: /tuyensinhbachkhoahcm

\[Website\]: https://hcmut.edu.vn/tuyen-sinh-dh/dai-hoc-chinh-quy"
Ngành “Hoá – Thực phẩm – Sinh học” có những tổ hợp xét tuyển nào?,"**Toán, Hoá,** {Sinh, Lý, Anh, Tin, Công nghệ \- Công nghiệp} **Toán, Sinh, Anh**"
"Ngành Quản lý Công nghiệp có tổ hợp “Toán, Anh, Văn” hay không?","Có, cụ thể là **Toán, Lý,** {Hoá, Anh, Tin, Công nghệ \- Công nghiệp} **Toán, Anh,** {Văn, Hoá, Tin, Công nghệ \- Công nghiệp}"
Trường ĐH Bách Khoa – ĐHQG-HCM có bao nhiêu chương trình được kiểm định chất lượng quốc tế?,"Theo thông tin cung cấp, Trường Đại học Bách khoa – ĐHQG-HCM có một số chương trình được kiểm định chất lượng quốc tế. Cụ thể:- Chương trình Tiêu chuẩn (Nhóm ngành: Kỹ thuật Hệ thống Công nghiệp và Logistics & Quản lý Chuỗi Cung ứng) có mã ngành 128 được kiểm định theo chuẩn AQAS của CHLB Đức.- Ngoài ra, một số chương trình liên kết đào tạo quốc tế như chương trình Kỹ sư Chất lượng cao Việt - Pháp cũng được đánh giá và chứng nhận chất lượng quốc tế.Tuy nhiên, thông tin chi tiết về tổng số lượng các chương trình được kiểm định chất lượng quốc tế chưa được cung cấp đầy đủ trong dữ liệu. Để có thông tin chính xác, có thể cần tra cứu thêm từ nguồn chính thức của trường.Theo tôi nắm bắt, Trường ĐH Bách Khoa – ĐHQG-HCM đã có những nỗ lực trong việc kiểm định chất lượng và nhận chứng nhận quốc tế cho một số chương trình đào tạo, nhằm nâng cao chất lượng giáo dục và uy tín của trường trên trường quốc tế."
"Tính đến ngày 02/04/2025, đội ngũ giảng viên của trường như thế nào","Tính đến ngày 02/04/2025, đội ngũ giảng viên của Trường Đại học Bách khoa - ĐHQG-HCM, đặc biệt là trong Khoa Môi trường và Tài nguyên, bao gồm nhiều giáo sư và tiến sĩ trong và ngoài nước. Dưới đây là chi tiết về đội ngũ giảng viên:### Cơ cấu nhân sự Khoa Môi trường và Tài nguyên#### Ban Chủ nhiệm Khoa:- **Trưởng Khoa**: PGS.TS. Huỳnh Kỳ Phương Hạ (Email: hkpha@hcmut.edu.vn)- **Phó Trưởng Khoa**:   - PGS.TS. Nguyễn Nhật Huy (Email: nnhuy@hcmut.edu.vn)  - ThS. Lưu Đình Hiệp (Email: hiepld_gis@hcmut.edu.vn)#### Bộ môn:- **Kỹ thuật Môi trường**:  - Trưởng bộ môn: TS. Phan Thanh Lâm (Email: ptlam@hcmut.edu.vn)- **Quản lý Môi trường**:  - Trưởng bộ môn: PGS. TS. Đào Thanh Sơn (Email: dao.son@hcmut.edu.vn)- **Hệ thống Thông tin Môi trường và Tài nguyên**:  - Trưởng bộ môn: TS. Nguyễn Hoàng Anh (Email: hoanganhnguyen@hcmut.edu.vn)- **Khoa học và Công nghệ Nước**:  - Trưởng bộ môn: PGS. TS. Bùi Xuân Thành (Email: bxthanh@hcmut.edu.vn)  - Bộ môn An toàn - Sức khỏe và Môi trường### Đội ngũ giảng viên tại Khoa Quản lý Công nghiệp- **Trưởng Khoa**: TS. Dương Như Hùn (Email: duongnhuhung@hcmut.edu.vn)- **Phó Trưởng Khoa**:   - TS. Nguyễn Vũ Quang (Email: nvquang@hcmut.edu.vn)  - TS. Huỳnh Thị Minh Châu (Email: htmchau@hcmut.edu.vn)### Đội ngũ giảng viên tại Khoa Kỹ thuật Xây dựng- **Phòng Thí nghiệm Kết cấu Công trình**:   - Trưởng PTN: PGS. TS. Nguyễn Minh Long (Email: nguyenminhlong"
Trường có những chương trình hay các quỹ khuyến học không?,"### Chương trình Học bổng và Quỹ Khuyến HọcTrường Đại học Bách khoa - ĐHQG-HCM có nhiều chương trình học bổng và quỹ khuyến học nhằm hỗ trợ sinh viên trong quá trình học tập và phát triển.#### Học Bổng Khuyến Khích- **Khuyến Học**: Sinh viên có thành tích học tập tốt sẽ nhận được học bổng khuyến học từ Trường Đại học Bách khoa. Các học bổng này thường được cấp hàng năm và có tổng trị giá lớn, giúp giảm bớt gánh nặng tài chính cho sinh viên.- **Học Bổng từ Cựu Sinh Viên và Doanh Nghiệp**: Sinh viên còn có cơ hội nhận học bổng từ ban liên lạc cựu sinh viên và các doanh nghiệp, công ty, nhà máy. Tổng trị giá của các học bổng này lên đến 1 tỷ đồng mỗi năm.- **Học Bổng Vũng Tàu**: Đây là một chương trình học bổng đặc biệt dành cho sinh viên có thành tích học tập tốt và hoàn cảnh khó khăn. Mỗi năm, có khoảng 6-8 sinh viên được trao học bổng này.#### Học Bổng Trao Đổi và Học Bổng Sau Đại Học- **Học Bổng Quốc Tế**: Sinh viên có thể tham gia các chương trình học bổng trao đổi và học bổng sau đại học tại các nước phát triển như Nhật Bản, Hàn Quốc, Singapore, Hoa Kỳ, Úc và một số quốc gia ở châu Âu.- **Học Bổng Erasmus**: Chương trình này hỗ trợ sinh viên thực hiện các chuyến học tập và nghiên cứu tại các nước châu Âu.- **Học Bổng France Excellence**: Đây là một học bổng do Đại sứ quán Pháp tại Việt Nam cấp, dành cho sinh viên có thành tích xuất sắc.- **Học Bổng RESCIF, GRENOBLE-INP, IDEX, EIFFEL**: Các học bổng này do các trường đại học và tổ chức nghiên cứu ở Pháp cấp, hỗ trợ sinh viên trong quá trình học tập và nghiên cứu.Những chương trình học bổng và quỹ khuyến học này tạo điều kiện thuận lợi cho sinh viên tiếp cận nguồn tài trợ và khuyến khích họ phát triển năng lực học tập và nghiên cứu."
Website chính thức về thông tin của nhà trường?,hcmut.edu.vn/tuyen-sinh/dai-hoc-chinh-quy
Trường có sân chơi thể thao không? Em mê bóng rổ với tennis quá!,"Trường có nhà thi đấu thể thao đa năng, sân bóng đá ngoài trời/ trong nhà (futsal), bóng rổ, bóng chuyền, bóng bàn, tennis, pickleball,... ở cả 2 cơ sở"
"Em muốn làm project robotics, có phòng thí nghiệm AI/robot nào không?",Chỉ có tên PTN nhưng không có mô tả về từng phòng thí nghiệm thì sẽ khó cho MiniRAG trả lời
"Ký túc xá Bách khoa có bao nhiêu chỗ, giá phòng thế nào và đăng ký thế nào?","Ký túc xá Bách khoa cung cấp một số chỗ ở cho sinh viên và giảng viên, nhưng thông tin chi tiết về số lượng chỗ và giá phòng chưa được cung cấp trong các bảng dữ liệu. Tuy nhiên, tôi có thể cung cấp một số thông tin hữu ích về ký túc xá Bách khoa dựa trên thông tin được cung cấp.### Thông tin về Ký túc xá Bách Khoa**Vị trí và Liên hệ:**- **Văn phòng:** 497 Hòa Hảo, Phường 7, Quận 10, TP. Hồ Chí Minh- **Điện thoại:** 0283 9573 946- **Email:** ktx@hcmut.edu.vn- **Giám đốc:** ThS. Trần Tấn Phúc (Email: ttphuc@hcmut.edu.vn)**Các dịch vụ và tiện ích:**Ký túc xá Bách Khoa cung cấp các dịch vụ như ăn uống, giặt là, wifi, phòng tập thể dục, khu vực sinh hoạt chung, và các phòng học nhỏ. Sinh viên có thể tham gia các hoạt động văn hóa, thể thao do ký túc xá tổ chức.### Cách Đăng Ký Ký Túc Xá1. **Đăng Ký Ban Đầu:**   - Sinh viên cần chuẩn bị các giấy tờ cần thiết như giấy chứng nhận nhập học, hộ chiếu, giấy khai sinh, và các giấy tờ tùy thân khác.   - Sinh viên nộp hồ sơ đăng ký tại văn phòng Ký túc xá Bách Khoa.2. **Chọn Phòng:**   - Ký túc xá Bách Khoa cung cấp các loại phòng khác nhau, bao gồm phòng đơn, phòng đôi, và phòng ba người.   - Sinh viên sẽ được sắp xếp phòng dựa trên nhu cầu và khả năng tài chính.3. **Thanh Toán:**   - Giá phòng và phí dịch vụ sẽ được thông báo cụ thể khi đăng ký. Sinh viên cần thanh toán đầy đủ để có thể ở ký túc xá.   - Có thể thanh toán theo quý hoặc năm.4. **Đăng Ký Lại:**   - Sinh viên cần đăng ký lại mỗi năm học để đảm bảo"
Trường có vườn ươm/start-up hay hỗ trợ khởi nghiệp không?,"Dựa trên thông tin từ các bảng dữ liệu cung cấp, không có thông tin chi tiết về vườn ươm/start-up hay hỗ trợ khởi nghiệp tại Trường Đại học Bách khoa - ĐHQG-HCM. Tuy nhiên, Trường có một số chương trình và cơ hội hỗ trợ sinh viên phát triển năng lực khởi nghiệp thông qua các hoạt động nghiên cứu khoa học và thực tập:1. **Học bổng và tài trợ**: Sinh viên có nhiều cơ hội nhận học bổng từ các doanh nghiệp, tổ chức trong và ngoài nước, hỗ trợ cho việc nghiên cứu và phát triển ý tưởng khởi nghiệp.2. **Trường hợp hợp tác**: Trường duy trì quan hệ hợp tác với nhiều công ty hàng đầu trong và ngoài nước, tạo cơ hội thực tập và làm việc cho sinh viên, giúp họ tích lũy kinh nghiệm thực tế.3. **Nghiên cứu khoa học**: Trường có nhiều phòng thí nghiệm hiện đại, hỗ trợ sinh viên tham gia vào các đề tài nghiên cứu khoa học, giúp họ phát triển kỹ năng nghiên cứu và khả năng sáng tạo.4. **Cộng đồng cựu sinh viên**: Trường có cộng đồng cựu sinh viên rộng lớn, có thể hỗ trợ sinh viên trong quá trình tìm kiếm ý tưởng và phát triển dự án khởi nghiệp.Tuy nhiên, để có thông tin chính xác và đầy đủ về vườn ươm/start-up hay hỗ trợ khởi nghiệp, bạn nên liên hệ trực tiếp với Trường Đại học Bách khoa - ĐHQG-HCM để được tư vấn thêm."
"Em có TOEIC Listening–Reading = 650, quy đổi điểm tiếng Anh trong học bạ như nào?","Theo thông tin từ bảng dữ liệu cung cấp, TOEIC Listening–Reading ≥ 730 là tiêu chuẩn tiếng Anh đầu vào cho một số chương trình tại Trường Đại học Bách khoa. Tuy nhiên, điểm TOEIC Listening–Reading của bạn là 650, chưa đạt tiêu chuẩn này.Để quy đổi điểm TOEIC Listening–Reading = 650 thành điểm tiếng Anh trong học bạ, chúng ta cần tham khảo thêm thông tin về tiêu chuẩn TOEIC tương đương trong học bạ của trường. Dựa trên các tiêu chuẩn đã được cung cấp:1. **TOEIC Listening–Reading ≥ 730**: Đây là tiêu chuẩn cao, tương đương với trình độ khá giỏi tiếng Anh.2. **TOEIC Listening–Reading ≥ 600**: Đây là tiêu chuẩn trung bình, tương đương với trình độ giỏi tiếng Anh.Điểm TOEIC Listening–Reading = 650 nằm giữa hai mức này. Do đó, có thể quy đổi như sau:- **Nếu tiêu chuẩn quy đổi là TOEIC ≥ 600**: Điểm TOEIC Listening–Reading = 650 có thể quy đổi tương đương với khoảng 8.0 - 8.5 điểm tiếng Anh trong học bạ.- **Nếu tiêu chuẩn quy đổi là TOEIC ≥ 730**: Điểm TOEIC Listening–Reading = 650 có thể quy đổi thấp hơn, khoảng 7.5 - 8.0 điểm tiếng Anh trong học bạ.Để có kết quả chính xác, bạn nên tham khảo thêm chính sách quy đổi điểm TOEIC của Trường Đại học Bách khoa. Nếu trường sử dụng tiêu chuẩn TOEIC ≥ 600, điểm 650 có thể quy đổi tương đương với khoảng 8.0 - 8.5 điểm tiếng Anh trong học bạ. Nếu tiêu chuẩn cao hơn, điểm quy đổi sẽ thấp hơn."
Mình được nộp tối đa bao nhiêu nguyện vọng khi xét tuyển?,"Theo thông tin từ bảng dữ liệu, không có thông tin cụ thể về số lượng nguyện vọng tối đa mà thí sinh có thể nộp khi xét tuyển. Tuy nhiên, thông thường trong các chương trình xét tuyển, số lượng nguyện vọng tối đa thường được quy định bởi cơ sở giáo dục. Để có thông tin chính xác, bạn nên tham khảo thêm từ website chính thức của Trường Đại học Bách khoa - ĐHQG-HCM hoặc liên hệ trực tiếp với Khoa tuyển sinh.Vì vậy, câu trả lời chính xác nhất là: **Thời gian và số lượng nguyện vọng tối đa khi nộp hồ sơ xét tuyển thường được quy định bởi Trường Đại học Bách khoa - ĐHQG-HCM. Bạn nên kiểm tra thông tin chính thức từ trường hoặc liên hệ với bộ phận tuyển sinh để có thông tin chính xác.**"
Em phải nộp hồ sơ xét tuyển Tiêu chuẩn online hay bản cứng? Hạn cuối là khi nào?,
"Em đăng ký ngành rồi, làm sao để tra kết quả xét tuyển và mấy ngày có thông báo?","Dựa trên thông tin từ các bảng dữ liệu cung cấp, tôi hiểu rằng bạn đang quan tâm đến quy trình tra kết quả xét tuyển và thời gian thông báo kết quả. Tuy nhiên, thông tin chi tiết về quy trình tra kết quả và thời gian thông báo chưa được đề cập trong các bảng dữ liệu. Tôi sẽ dựa vào thông thường của các trường đại học để cung cấp thông tin hữu ích.**Tra Kết Quả Xét Tuyển:**1. **Trang Web Trường Đại Học Bách Khoa:**   - Trường Đại học Bách Khoa có trang web chính thức (`hcmut.edu.vn`), nơi bạn có thể tra cứu kết quả xét tuyển trực tuyến.   - Bạn cần đăng nhập bằng thông tin cá nhân đã đăng ký.2. **Cổng Thông Tin Sinh Viên:**   - Trường có hệ thống cổng thông tin sinh viên (`elearning.hcmut.edu.vn`), nơi bạn có thể truy cập để tra cứu kết quả xét tuyển.3. **Email:**   - Trường thường gửi thông báo về kết quả xét tuyển qua email đã đăng ký.**Thời Gian Thông Báo Kết Quả:**1. **Thời Gian Thông Báo:**   - Thông thường, kết quả xét tuyển sẽ được thông báo sau khi kết thúc vòng xét tuyển. Thời gian này có thể dao động từ 1-2 tuần tùy theo lịch xét tuyển của trường.   - Trường sẽ thông báo chính thức qua trang web chính thức, cổng thông tin sinh viên, và email.2. **Lịch Xét Tuyển:**   - Trường sẽ thông báo lịch xét tuyển chính thức trên trang web và cổng thông tin sinh viên. Bạn nên theo dõi thường xuyên để nắm bắt thông tin.**Lưu Ý:**- Đảm bảo cập nhật thông tin cá nhân chính xác trên hệ thống của trường.- Theo dõi trang web và cổng thông tin sinh viên thường xuyên để không bỏ sót thông báo quan trọng.- Nếu có bất kỳ thắc mắc nào, bạn có thể liên hệ với Ban Admissions Office (Phòng Xét Tuyển) của trường Đại học Bách Khoa qua email hoặc số điện thoại được cung cấp trên trang web.Hy vọng thông tin này hữu ích cho bạn! Nếu bạn cần thêm thông tin chi tiết, hãy truy cập trang web chính thức của trường"
Học phí đóng mấy đợt trong năm và đóng ở đâu?,"2 đợt theo 2 học kì, qua hệ thống myBK"
Em muốn đổi giảng viên cố vấn học tập/mentor thì liên hệ ai?,"Liên hệ văn phòng khoa, hoặc phòng CTSV"
"Chương trình PFIEV đào tạo trong 5 năm, vậy trong thời gian học có được đi thực tập ở Pháp không?","Sinh viên có **cơ hội học 02 năm tại Pháp** theo chương trình bằng đôi với trường đối tác Pháp hoặc **thực** **tập tốt nghiệp tại Pháp trong 06 tháng** với học bổng vùng, học bổng EIFFEL, học bổng ERASMUS, v.v. Sinh viên xuất sắc có cơ hội thi đậu Đại học Bách khoa Palaiseau Paris (Ecole Polytechnique) **nhận bằng Kỹ sư trong 3 năm học tại Pháp. **"
Nếu em trúng tuyển vào ngành khác thì có được đăng ký xét tuyển vào chương trình PFIEV không?,"Theo thông tin từ các bảng dữ liệu, để trúng tuyển vào chương trình PFIEV (Programme de Formation d'Ingénieurs de Excellence au Vietnam), bạn cần đáp ứng một số điều kiện cụ thể. Dưới đây là thông tin chi tiết:### Điều kiện đăng ký chương trình PFIEV:1. **Trúng tuyển vào một trong các trường Đại học Bách Khoa tại Việt Nam**: Bạn cần trúng tuyển vào một trong các trường đại học Bách Khoa như Đại học Bách Khoa Hà Nội, Trường Đại học Xây dựng Hà Nội, Trường Đại học Bách Khoa - Đại học Đà Nẵng, hoặc Trường Đại học Bách Khoa - Đại học Quốc gia TP.HCM.   2. **Phương thức xét tuyển**: Chương trình PFIEV yêu cầu bạn phải trúng tuyển theo các phương thức xét tuyển của trường.### Đối tượng xét tuyển:- Sinh viên trúng tuyển theo các phương thức xét tuyển của trường.### Cách đăng ký vào chương trình PFIEV:- Theo thông báo tuyển sinh từ trường khi thực hiện thủ tục đăng ký nhập học.### Lưu ý:- Nếu bạn trúng tuyển vào một ngành khác nhưng vẫn thuộc một trong các trường Đại học Bách Khoa tại Việt Nam, bạn vẫn có thể đăng ký xét tuyển vào chương trình PFIEV. Tuy nhiên, điều này phụ thuộc vào các thông báo tuyển sinh cụ thể từ trường.### Tóm tắt:- **Nếu** bạn trúng tuyển vào một ngành khác tại một trong các trường Đại học Bách Khoa tại Việt Nam, **thì** bạn vẫn có thể đăng ký xét tuyển vào chương trình PFIEV.- **Tuy nhiên**, bạn cần theo dõi các thông báo tuyển sinh từ trường để nắm bắt các yêu cầu cụ thể và thời gian đăng ký.Hy vọng thông tin này hữu ích cho bạn! Nếu bạn cần thêm thông tin chi tiết, hãy liên hệ trực tiếp với Ban tuyển sinh của Trường Đại học Bách Khoa tại TP.HCM."
"Em không biết tiếng Pháp, vậy có thể học chương trình PFIEV không?","* Ngôn ngữ sử dụng trong đa số các môn học là tiếng Việt.  
* Một số môn chuyên ngành vào năm cuối được giảng dạy bằng tiếng Anh, hoặc tiếng Pháp do giảng viên của trường hoặc từ trường đối tác ở Pháp."
Học phí chương trình PFIEV là bao nhiêu và có khác gì so với chương trình Tiêu chuẩn không?,Mức học phí tương đương chương trình Tiêu chuẩn (khoảng 15 triệu/học kỳ)
"Sau khi tốt nghiệp PFIEV, bằng cấp có được công nhận quốc tế không và có thể học tiếp Thạc sĩ/PhD ở nước ngoài không?","Bằng kỹ sư \- thạc sĩ do trường ĐH Bách khoa cấp (được công nhận tương đương bậc thạc sĩ Châu Âu), phụ lục bằng kỹ sư với trường đối tác Pháp.

 Chương trình Đào tạo Kỹ sư Chất lượng cao tại Việt Nam (PFIEV) được kiểm định và công nhận  
  bởi :  
  * Ủy ban Văn bằng Kỹ sư Pháp (Commission des Titres d'Ingénieur \- CTI)  
  * Cơ quan Kiểm định các chương trình đào tạo kỹ sư Châu Âu (European Network for Accreditation of Engineering Education ENAEE) công nhận thương hiệu chất lượng Châu Âu EUR-ACE Master  
  * Bộ Giáo dục & Đào tạo xác nhận văn bằng PFIEV tương đương trình độ Thạc sĩ trong việc xét tuyển học tiếp lên trình độ cao hơn theo đúng ngành đào tạo."
"Chương trình PFIEV có tổ chức kỳ thi chuyển giai đoạn vào năm 2, nếu em không đạt thì có bị buộc thôi học không?",Không nhắc gì đến việc bị thôi học
PFIEV có bao nhiêu chỉ tiêu mỗi năm và ngành nào cạnh tranh cao nhất?,"Theo file thông tin của chương trình PFIEV thì
có 8 chuyên ngành thuộc chương trình này, mỗi
chuyên ngành đều có chỉ tiêu là 25SV/năm"
"Có thể đăng ký chương trình PFIEV bằng nhiều phương thức xét tuyển khác nhau không (ví dụ: ĐGNL học bạ, điểm thi THPT)?","* Phương thức 1\. Xét tuyển thẳng theo quy định của Bộ Giáo dục & Đào tạo  
    * Phương thức 2\. Xét tuyển Tổng hợp  
      * Đối tượng 1: Trường hợp thí sinh có kết quả thi Đánh giá Năng lực ĐHQG-HCM năm 2025  
      * Đối tượng 2: Trường hợp thí sinh không có kết quả thi Đánh giá Năng lực ĐHQG-HCM năm 2025  
      * Đối tượng 3: Trường hợp thí sinh tốt nghiệp THPT nước ngoài  
      * Đối tượng 4: Trường hợp thí sinh dùng Chứng chỉ tuyển sinh Quốc tế  
      * Đối tượng 5: Trường hợp xét tuyển các thí sinh vào chương trình Chuyển tiếp Quốc tế Úc/ Mỹ/ New Zealand của Trường"
Trưởng khoa công nghệ vật liệu hiện tại là ai?,Trưởng khoa: TS. Nguyễn Khánh Sơn (Email: [ksnguyen@hcmut.edu.vn](mailto:ksnguyen@hcmut.edu.vn))
Khoa Công nghệ Vật liệu đào tạo những ngành bậc đại học nào?,"Kỹ thuật Vật liệu, Kỹ thuật Vật liệu Kim Loại, Kỹ thuật Vật liệu Năng lượng, Kỹ thuật Vật liệu Polyme, Kỹ thuật Vật liệu Silicat"
Ai là Trưởng bộ môn Công nghệ Vật liệu Silicat?,"- Trưởng bộ môn: TS. Huỳnh Ngọc Minh  
  - Email: hnminh@hcmut.edu.vn  "
Ai là người phụ trách đào tạo và công tác sinh viên ở Khoa Công nghệ Vật liệu?,Phó Trưởng khoa: TS. Cao Xuân Việt (Email: [caoxuanviet@hcmut.edu.vn](mailto:caoxuanviet@hcmut.edu.vn))
"Trưởng khoa chịu trách nhiệm chính trong việc chỉ đạo, xử lý và ký các loại công văn, giấy tờ liên quan đến những mảng công việc cụ thể nào?","- Triển khai chiến lược định hướng phát triển chung Khoa, tổ chức \- nhân sự, kế hoạch \- tài chính, cơ sở vật chất, thi đua \- khen thưởng, các hội đồng;  
    - Hệ thống quy trình, quản lý chất lượng theo tiêu chuẩn ISO 9001:2015;  
    - An ninh nội bộ, An toàn vệ sinh lao động, Phòng cháy chữa cháy;  
    - Truyền thông thương hiệu, Phong trào đoàn thể;  
    - Kế hoạch họp giao ban hàng tháng, tổng kết và báo cáo tháng/năm;  
    - Hướng nghiệp người học \- Tuyển sinh;  
    - Cựu sinh viên \- Quan hệ Doanh nghiệp."
"Phòng thí nghiệm vật liệu năng lượng do ai quản lý, ở khoa công nghệ vật liệu á?","- Trưởng PTN: ThS. Lưu Tuấn Anh  
  - Email: luutuananh@hcmut.edu.vn "
Khoa Cơ khí có đào tạo bậc Đại học theo Chương trình Tiêu chuẩn với các ngành và chuyên ngành nào?,"- Kỹ thuật Cơ khí: chuyên ngành: Kỹ thuật Cơ khí, Thiết kế khuôn; Kỹ thuật Chế tạo; Kỹ thuật Thiết kế  
    - Kỹ thuật Cơ Điện tử: chuyên ngành: Kỹ thuật Cơ điện tử, Kỹ thuật Robot  
    - Kỹ thuật Nhiệt: chuyên ngành: Kỹ thuật Nhiệt lạnh; Kỹ thuật nhiệt  
    - Dệt \- May: ngành/chuyên ngành: Công nghệ Dệt, May; Công nghệ May \- Thời trang; Kỹ thuật Dệt; Công nghệ Sợi dệt  
    - Kỹ thuật Hệ thống Công nghiệp  
    - Logistics và Quản lý chuỗi cung ứng  
    - Bảo dưỡng Công nghiệp"
Khoa cơ khí có những bộ môn chuyên ngành nào?,"- Bộ môn Kỹ thuật hệ thống công nghiệp  
  - Trưởng bộ môn: TS. Nguyễn Vạng Phúc Nguyên  
  - Email: nguyennvp@hcmut.edu.vn  
- Bộ môn Thiết bị & Công nghệ Vật liệu cơ khí  
  - Trưởng bộ môn: PGS. TS. Nguyễn Thanh Hải  
  - Email: [haint@hcmut.edu.vn](mailto:haint@hcmut.edu.vn)  
- Bộ môn Cơ điện tử  
  - Trưởng bộ môn: TS. Phùng Trí Công  
  - Email: ptcong@hcmut.edu.vn  
- Bộ môn Thiết kế máy  
  - Trưởng bộ môn: TS. Nguyễn Vũ Thịnh  
  - Email: [vuthinh.n@hcmut.edu.vn](mailto:vuthinh.n@hcmut.edu.vn)  
- Bộ môn Kỹ thuật dệt may  
  - Trưởng bộ môn: TS. Lê Song Thanh Quỳnh  
  - Email: lstquynh@hcmut.edu.vn  
- Bộ môn Chế tạo máy  
  - Trưởng bộ môn: TS. Trần Hải Nam  
  - Email: [namth@hcmut.edu.vn](mailto:namth@hcmut.edu.vn)  
- Bộ môn Kỹ thuật Máy xây dựng & Nâng chuyển  
  - Trưởng bộ môn: PGS. TS. Lưu Thanh Tùng  
  - Email: ttluu@hcmut.edu.vn  
- Bộ môn Công nghệ nhiệt lạnh  
  - Trưởng bộ môn: TS. Hà Anh Tùng  
  - Email: ha-tung@hcmut.edu.vn  
- Bộ môn Quản lý và kỹ thuật bảo trì  
  - Trưởng bộ môn: PGS. TS. Nguyễn Thanh Trương  
  - Email: thtruong@hcmut.edu.vn"
Trưởng khoa cơ khí hiện tại là ai?,Trưởng khoa: PGS. TS. Bùi Trọng Hiếu (Email: hieubt@hcmut.edu.vn)
Khoa cơ khí có các chương trình đặc biệt hay liên kết nào không?,"### Giới Thiệu Khoa Cơ KhíKhoa Cơ Khí là một trong những khoa lớn và lâu đời nhất tại Trường Đại học Bách Khoa, đóng vai trò quan trọng trong việc đào tạo nhân lực cho ngành kỹ thuật cơ khí. Dưới đây là một số chương trình đặc biệt và liên kết nổi bật của Khoa Cơ Khí:#### Chương Trình Đặc Biệt1. **Chương Trình Tiêu Chuẩn:**   - **Chuyên ngành:** Kỹ thuật Cơ Khí, Kỹ thuật Cơ Điện Tử, Kỹ thuật Nhiệt, Dệt - May.   - **Đặc Điểm:** Chương trình này tập trung vào việc cung cấp kiến thức cơ bản và chuyên sâu về kỹ thuật cơ khí, giúp sinh viên có nền tảng vững chắc để trở thành kỹ sư chuyên nghiệp.2. **Chương Trình Dạy và Học Bằng Tiếng Anh:**   - **Chuyên ngành:** Kỹ thuật Cơ Điện Tử, Kỹ thuật Cơ Khí.   - **Đặc Điểm:** Chương trình này được giảng dạy hoàn toàn bằng tiếng Anh, giúp sinh viên có cơ hội tiếp xúc với môi trường quốc tế, nâng cao trình độ tiếng Anh và hiểu biết về công nghệ tiên tiến.3. **Chương Trình Chuyển Tiếp Quốc Tế:**   - **Chuyên ngành:** Kỹ thuật Cơ Khí.   - **Đặc Điểm:** Sinh viên có cơ hội học tập tại các trường đại học danh tiếng ở nước ngoài, như Trường Đại học HCMUT-UTS tại Úc.4. **Chương Trình Kỹ Sư Chất Lượng Cao Việt - Pháp (PFIEV):**   - **Chuyên ngành:** Kỹ thuật Cơ Khí.   - **Đặc Điểm:** Chương trình này cung cấp cơ hội học tập và nghiên cứu tại Pháp, giúp sinh viên có kiến thức và kỹ năng chuyên môn cao.#### Liên Kết Với Doanh NghiệpKhoa Cơ Khí có nhiều mối quan hệ hợp tác chặt chẽ với các doanh nghiệp lớn trong và ngoài nước, như:- **Thaco Trường Hải, Michelin, Bridgestone, Robert Bosch, Rạng Đông, Duy Tân, Tetra Park, Unilever, P&G.**- **Những công ty này thường xuyên tuyển dụng sinh viên và cựu sinh viên"
